CODEMAGASIN;categoria;NOMPRODUIT;LIBCOLORISMODIFIE;stock_disponible;stock_transito;stock_preparacion;stock_total;venta_4semanas;velocidad_semanal_real;velocidad_operativa;semanas_rotacion;tiene_reposicion;perfil
806;G;261-RELOW;NOIR M;5;0;0;5;3;0.75;1;5;False;RECEPTOR
806;G;261-RIKOOL;NAVAL ACADEMY;6;0;0;6;2;0.5;1;6;False;RECEPTOR
806;G;261-RISSOL;NAVAL ACADEMY;1;0;0;1;1;0.25;1;1;False;RECEPTOR
806;G;261-RLUCY;MAGMA M;4;0;0;4;1;0.25;1;4;False;RECEPTOR
806;G;261-RMAGO;NOIR M;2;0;0;2;4;1.0;1;2;False;RECEPTOR
806;G;261-RMARIUS;BUTTER M;1;0;0;1;5;1.25;1;1;False;RECEPTOR
806;G;261-RMILAN;DORE;1;0;0;1;5;1.25;1;1;False;RECEPTOR
806;G;261-ROCHI;MARINE M;1;3;0;4;6;1.5;2;2;True;RECEPTOR
806;G;261-RODIOL;NOIR/IVOIRE;3;1;0;4;14;3.5;4;1;True;RECEPTOR
806;G;261-ROSET.F;MULTICO;3;2;1;6;2;0.5;1;6;True;RECEPTOR
806;G;261-RPLISSY;MAGMA M;4;1;0;5;3;0.75;1;5;True;RECEPTOR
806;G;261-RSAMYA;NOIR;3;0;2;5;5;1.25;1;5;True;RECEPTOR
806;G;261-RSAMYA;WHITE SMOKE;4;0;1;5;1;0.25;1;5;True;RECEPTOR
806;G;261-RSOAN;MULTICO;4;2;0;6;5;1.25;1;6;True;RECEPTOR
806;G;261-RTILA;AVENTURINE;4;0;0;4;2;0.5;1;4;False;RECEPTOR
832;G;211-PROSY.F;IVOIRE;5;0;1;6;7;1.75;2;3;True;RECEPTOR
832;G;231-DATE;SWEET DREAMS;2;0;0;2;7;1.75;2;1;False;RECEPTOR
832;G;241-DAGA;PALE BANANA;1;0;0;1;10;2.5;3;0;False;RECEPTOR
832;G;241-DEUX;MULTICO;5;0;0;5;5;1.25;1;5;False;RECEPTOR
832;G;241-MELAN;MYRTILLE M;7;0;0;7;5;1.25;1;7;False;RECEPTOR
832;G;241-OROOVE;NAVAL ACADEMY;8;0;0;8;2;0.5;1;8;False;RECEPTOR
832;G;241-ROSLI;MAGMA M;9;0;0;9;5;1.25;1;9;False;RECEPTOR
832;G;241-ROSLI;PALE BANANA;1;0;0;1;3;0.75;1;1;False;RECEPTOR
832;G;241-ROSVAL;BLUE DEPTHS;6;0;0;6;4;1.0;1;6;False;RECEPTOR
832;G;242-MUSHU;ECRU;6;0;0;6;0;0.0;0;999;False;EMISOR
832;G;242-OLAFI;IVOIRE M;5;0;0;5;3;0.75;1;5;False;RECEPTOR
832;G;251-DALBA;BUBBLE M;2;0;0;2;5;1.25;1;2;False;RECEPTOR
832;G;251-DALBA;OFF WHITE M;6;0;0;6;4;1.0;1;6;False;RECEPTOR
832;G;251-DALIKA;OFF WHITE M;6;1;0;7;6;1.5;2;4;True;RECEPTOR
832;G;251-DELLA;NOIR M;3;0;0;3;4;1.0;1;3;False;RECEPTOR
832;G;251-DELLA;OFF WHITE M;7;0;0;7;2;0.5;1;7;False;RECEPTOR
832;G;251-DIDOA;ARGAN OIL;5;0;0;5;2;0.5;1;5;False;RECEPTOR
832;G;251-DIDOA;CAPERS;7;0;0;7;0;0.0;0;999;False;EMISOR
832;G;251-DIDOA;IVOIRE M;4;0;0;4;5;1.25;1;4;False;RECEPTOR
832;G;251-DIDOA;NOIR M;2;0;0;2;6;1.5;2;1;False;RECEPTOR
832;G;251-DROSSO;MARINE M;7;0;0;7;3;0.75;1;7;False;RECEPTOR
832;G;251-DSARAH;IVOIRE M;6;0;0;6;2;0.5;1;6;False;RECEPTOR
832;G;251-REINE1;MYRTILLE M;2;0;0;2;3;0.75;1;2;False;RECEPTOR
832;G;251-RIA;NOIR M;7;2;0;9;3;0.75;1;9;True;RECEPTOR
832;G;251-RISSAL;AVENTURINE;1;0;0;1;2;0.5;1;1;False;RECEPTOR
832;G;251-RISSAL;NAVAL ACADEMY;7;0;0;7;3;0.75;1;7;False;RECEPTOR
832;G;251-RISSAL;TEABERRY;5;0;0;5;2;0.5;1;5;False;RECEPTOR
832;G;251-RJOLIE;MARINE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
832;G;252-DAROD;MARINE M;6;1;0;7;6;1.5;2;4;True;RECEPTOR
832;G;252-DFLOWER;NAVAL ACADEMY;5;1;1;7;3;0.75;1;7;True;RECEPTOR
832;G;252-DFLOWER;NOIR M;2;0;4;6;4;1.0;1;6;True;RECEPTOR
832;G;252-DIDOU;MARINE M;4;1;1;6;3;0.75;1;6;True;RECEPTOR
832;G;252-RMARMAI;HAVANE M;1;0;0;1;6;1.5;2;1;False;RECEPTOR
832;G;261-3FLEUR;DORE;3;0;0;3;1;0.25;1;3;False;RECEPTOR
832;G;261-CUBA.F;MULTICO;12;0;0;12;4;1.0;1;12;False;NEUTRO
832;G;261-DAHLIA;OFF WHITE M;2;0;0;2;4;1.0;1;2;False;RECEPTOR
832;G;261-DAMA;MAGMA M;5;0;1;6;5;1.25;1;6;True;RECEPTOR
832;G;261-DAMA;NAVAL ACADEMY;2;0;2;4;8;2.0;2;2;True;RECEPTOR
832;G;261-DANANA;PALE BANANA;3;1;0;4;5;1.25;1;4;True;RECEPTOR
832;G;261-DANIELA;MAGMA M;6;0;0;6;3;0.75;1;6;False;RECEPTOR
832;G;261-DARIA;NOIR M;6;0;0;6;1;0.25;1;6;False;RECEPTOR
832;G;261-DBABY;NOIR M;2;2;0;4;4;1.0;1;4;True;RECEPTOR
832;G;261-DCAROLE;MARINE/OFF WHITE;6;0;0;6;2;0.5;1;6;False;RECEPTOR
832;G;261-DCIAO;MYRTILLE M;4;0;0;4;3;0.75;1;4;False;RECEPTOR
832;G;261-DECLIC;OFF WHITE M;7;0;0;7;4;1.0;1;7;False;RECEPTOR
832;G;261-DEFI;BUTTER M;10;0;0;10;7;1.75;2;5;False;RECEPTOR
832;G;261-DESLE;MULTICO;5;2;0;7;8;2.0;2;4;True;RECEPTOR
832;G;261-DFESTON;SWEET DREAMS;1;0;0;1;5;1.25;1;1;False;RECEPTOR
832;G;261-DGUAPA;OFF WHITE M;5;0;0;5;2;0.5;1;5;False;RECEPTOR
832;G;261-DHIVAL;MARINE M;5;0;0;5;1;0.25;1;5;False;RECEPTOR
832;G;261-DIANA;BUTTER M;7;0;0;7;4;1.0;1;7;False;RECEPTOR
832;G;261-DIDOU1;OFF WHITE M;3;0;0;3;10;2.5;3;1;False;RECEPTOR
832;G;261-DIVALI;MYRTILLE M;4;0;0;4;6;1.5;2;2;False;RECEPTOR
832;G;261-DIYUKI;IVOIRE/NOIR;3;0;3;6;4;1.0;1;6;True;RECEPTOR
832;G;261-DJARDI;MULTICO;9;0;0;9;2;0.5;1;9;False;RECEPTOR
832;G;261-DJOJO;NOIR M;2;0;0;2;0;0.0;0;999;False;EMISOR
832;G;261-DJOJO;OFF WHITE M;6;1;0;7;6;1.5;2;4;True;RECEPTOR
832;G;261-DNAVY;MARINE/OFF WHITE;6;0;0;6;4;1.0;1;6;False;RECEPTOR
832;G;261-DNINO;NAVAL ACADEMY;2;0;0;2;2;0.5;1;2;False;RECEPTOR
832;G;261-DOMIO;OFF WHITE M;5;0;2;7;7;1.75;2;4;True;RECEPTOR
832;G;261-DOOTHY;NOIR M;7;0;0;7;0;0.0;0;999;False;EMISOR
832;G;261-DOUCE;OFF WHITE M;5;0;0;5;5;1.25;1;5;False;RECEPTOR
832;G;261-DPALM;OFF WHITE M;2;0;0;2;2;0.5;1;2;False;RECEPTOR
832;G;261-DRED;MAGMA M;2;0;0;2;6;1.5;2;1;False;RECEPTOR
832;G;261-DROSE;OFF WHITE M;2;1;0;3;4;1.0;1;3;True;RECEPTOR
832;G;261-DSAMIR;MYRTILLE M;6;0;0;6;9;2.25;2;3;False;RECEPTOR
832;G;261-DSAMIR;PRAIRIE M;6;1;1;8;7;1.75;2;4;True;RECEPTOR
832;G;261-DTAL;BUBBLE M;4;0;0;4;0;0.0;0;999;False;EMISOR
832;G;261-DWONDER;OFF WHITE M;6;1;1;8;2;0.5;1;8;True;RECEPTOR
832;G;261-DYLAN;OFF WHITE M;3;0;1;4;5;1.25;1;4;True;RECEPTOR
832;G;261-JITAMI;DENIM STONE;6;2;0;8;4;1.0;1;8;True;RECEPTOR
832;G;261-MLOSI;NOIR/IVOIRE;3;0;0;3;2;0.5;1;3;False;RECEPTOR
832;G;261-MPIKA;ROSEE M;1;1;2;4;6;1.5;2;2;True;RECEPTOR
832;G;261-OPA;NOIR M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
832;G;261-OPON;OFF WHITE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
832;G;261-OSAJE;NOIR M;9;0;0;9;3;0.75;1;9;False;RECEPTOR
832;G;261-PBELLE;NOIR M;3;0;0;3;7;1.75;2;2;False;RECEPTOR
832;G;261-PIBO.F;NAVAL ACADEMY;8;0;0;8;2;0.5;1;8;False;RECEPTOR
832;G;261-POPA;NOIR M;1;0;0;1;4;1.0;1;1;False;RECEPTOR
832;G;261-RARAM.F;MULTICO;5;0;0;5;0;0.0;0;999;False;EMISOR
832;G;261-RAYEE;PALE BANANA;4;0;0;4;4;1.0;1;4;False;RECEPTOR
832;G;261-RBELLE;OFF WHITE M;7;0;1;8;5;1.25;1;8;True;RECEPTOR
832;G;261-RBRUM;EPICE M;5;0;0;5;4;1.0;1;5;False;RECEPTOR
832;G;261-RDADOU;FIG;2;0;0;2;0;0.0;0;999;False;EMISOR
832;G;261-RDALA.F;MULTICO;0;0;0;0;5;1.25;1;0;False;RECEPTOR
832;G;261-RDOLSOU;PRAIRIE M;7;0;0;7;7;1.75;2;4;False;RECEPTOR
832;G;261-RELIF.F;MULTICO;10;0;1;11;4;1.0;1;11;True;NEUTRO
832;G;261-RELOW;NOIR M;1;0;0;1;6;1.5;2;1;False;RECEPTOR
832;G;261-RIKOOL;NAVAL ACADEMY;4;0;0;4;3;0.75;1;4;False;RECEPTOR
832;G;261-RISSOL;NAVAL ACADEMY;3;0;0;3;0;0.0;0;999;False;EMISOR
832;G;261-RLUCY;MAGMA M;6;0;0;6;2;0.5;1;6;False;RECEPTOR
832;G;261-RMAGO;NOIR M;2;0;0;2;5;1.25;1;2;False;RECEPTOR
832;G;261-RMARIUS;BUTTER M;2;0;0;2;4;1.0;1;2;False;RECEPTOR
832;G;261-RMILAN;DORE;1;0;0;1;4;1.0;1;1;False;RECEPTOR
832;G;261-ROCHI;MARINE M;5;0;0;5;0;0.0;0;999;False;EMISOR
832;G;261-RODIOL;NOIR/IVOIRE;1;0;0;1;18;4.5;5;0;False;RECEPTOR
832;G;261-ROSET.F;MULTICO;4;1;0;5;1;0.25;1;5;True;RECEPTOR
832;G;261-RPLISSY;MAGMA M;5;0;0;5;1;0.25;1;5;False;RECEPTOR
832;G;261-RSAMYA;NOIR;9;0;0;9;0;0.0;0;999;False;EMISOR
832;G;261-RSAMYA;WHITE SMOKE;2;0;1;3;4;1.0;1;3;True;RECEPTOR
832;G;261-RSOAN;MULTICO;9;0;0;9;2;0.5;1;9;False;RECEPTOR
832;G;261-RTILA;AVENTURINE;6;0;0;6;3;0.75;1;6;False;RECEPTOR
840;M;211-PROSY.F;IVOIRE;8;0;0;8;3;0.75;1;8;False;RECEPTOR
840;M;231-DATE;SWEET DREAMS;2;0;0;2;6;1.5;2;1;False;RECEPTOR
840;M;241-DAGA;PALE BANANA;1;0;0;1;3;0.75;1;1;False;RECEPTOR
840;M;241-DEUX;MULTICO;9;0;0;9;2;0.5;1;9;False;RECEPTOR
840;M;241-MELAN;MYRTILLE M;7;0;1;8;0;0.0;0;999;True;NEUTRO
840;M;241-OROOVE;NAVAL ACADEMY;2;0;0;2;3;0.75;1;2;False;RECEPTOR
840;M;241-ROSLI;MAGMA M;7;0;0;7;2;0.5;1;7;False;RECEPTOR
840;M;241-ROSLI;PALE BANANA;3;0;0;3;2;0.5;1;3;False;RECEPTOR
840;M;241-ROSVAL;BLUE DEPTHS;7;0;0;7;0;0.0;0;999;False;EMISOR
840;M;242-MUSHU;ECRU;4;0;0;4;5;1.25;1;4;False;RECEPTOR
840;M;242-OLAFI;IVOIRE M;5;0;0;5;2;0.5;1;5;False;RECEPTOR
840;M;251-DALBA;BUBBLE M;7;0;0;7;1;0.25;1;7;False;RECEPTOR
840;M;251-DALBA;OFF WHITE M;5;0;0;5;4;1.0;1;5;False;RECEPTOR
840;M;251-DALIKA;OFF WHITE M;5;0;0;5;3;0.75;1;5;False;RECEPTOR
840;M;251-DELLA;NOIR M;2;0;0;2;1;0.25;1;2;False;RECEPTOR
840;M;251-DELLA;OFF WHITE M;7;0;0;7;2;0.5;1;7;False;RECEPTOR
840;M;251-DIDOA;ARGAN OIL;4;0;0;4;2;0.5;1;4;False;RECEPTOR
840;M;251-DIDOA;CAPERS;4;0;0;4;1;0.25;1;4;False;RECEPTOR
840;M;251-DIDOA;IVOIRE M;8;0;0;8;0;0.0;0;999;False;EMISOR
840;M;251-DIDOA;NOIR M;4;0;0;4;2;0.5;1;4;False;RECEPTOR
840;M;251-DROSSO;MARINE M;4;0;0;4;0;0.0;0;999;False;EMISOR
840;M;251-DSARAH;IVOIRE M;5;0;0;5;4;1.0;1;5;False;RECEPTOR
840;M;251-REINE1;MYRTILLE M;7;0;0;7;1;0.25;1;7;False;RECEPTOR
840;M;251-RIA;NOIR M;7;0;0;7;3;0.75;1;7;False;RECEPTOR
840;M;251-RISSAL;AVENTURINE;2;0;0;2;3;0.75;1;2;False;RECEPTOR
840;M;251-RISSAL;NAVAL ACADEMY;6;0;0;6;1;0.25;1;6;False;RECEPTOR
840;M;251-RISSAL;TEABERRY;2;0;0;2;5;1.25;1;2;False;RECEPTOR
840;M;251-RJOLIE;MARINE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
840;M;252-DAROD;MARINE M;6;0;0;6;2;0.5;1;6;False;RECEPTOR
840;M;252-DFLOWER;NAVAL ACADEMY;5;0;1;6;2;0.5;1;6;True;RECEPTOR
840;M;252-DFLOWER;NOIR M;4;0;0;4;0;0.0;0;999;False;EMISOR
840;M;252-DIDOU;MARINE M;4;0;2;6;0;0.0;0;999;True;NEUTRO
840;M;252-RMARMAI;HAVANE M;2;0;0;2;4;1.0;1;2;False;RECEPTOR
840;M;261-3FLEUR;DORE;1;0;0;1;1;0.25;1;1;False;RECEPTOR
840;M;261-CUBA.F;MULTICO;5;0;0;5;1;0.25;1;5;False;RECEPTOR
840;M;261-DAHLIA;OFF WHITE M;7;0;0;7;0;0.0;0;999;False;EMISOR
840;M;261-DAMA;MAGMA M;6;0;0;6;3;0.75;1;6;False;RECEPTOR
840;M;261-DAMA;NAVAL ACADEMY;5;0;0;5;1;0.25;1;5;False;RECEPTOR
840;M;261-DANANA;PALE BANANA;4;0;0;4;2;0.5;1;4;False;RECEPTOR
840;M;261-DANIELA;MAGMA M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
840;M;261-DARIA;NOIR M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
840;M;261-DBABY;NOIR M;4;0;0;4;2;0.5;1;4;False;RECEPTOR
840;M;261-DCAROLE;MARINE/OFF WHITE;5;0;0;5;0;0.0;0;999;False;EMISOR
840;M;261-DCIAO;MYRTILLE M;1;0;0;1;4;1.0;1;1;False;RECEPTOR
840;M;261-DECLIC;OFF WHITE M;4;0;0;4;0;0.0;0;999;False;EMISOR
840;M;261-DEFI;BUTTER M;5;0;0;5;3;0.75;1;5;False;RECEPTOR
840;M;261-DESLE;MULTICO;5;0;2;7;0;0.0;0;999;True;NEUTRO
840;M;261-DFESTON;SWEET DREAMS;3;0;0;3;2;0.5;1;3;False;RECEPTOR
840;M;261-DGUAPA;OFF WHITE M;6;0;0;6;1;0.25;1;6;False;RECEPTOR
840;M;261-DHIVAL;MARINE M;5;0;0;5;0;0.0;0;999;False;EMISOR
840;M;261-DIANA;BUTTER M;2;0;0;2;0;0.0;0;999;False;EMISOR
840;M;261-DIDOU1;OFF WHITE M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
840;M;261-DIVALI;MYRTILLE M;5;0;0;5;0;0.0;0;999;False;EMISOR
840;M;261-DIYUKI;IVOIRE/NOIR;4;0;2;6;0;0.0;0;999;True;NEUTRO
840;M;261-DJARDI;MULTICO;9;0;0;9;4;1.0;1;9;False;RECEPTOR
840;M;261-DJOJO;NOIR M;2;0;0;2;5;1.25;1;2;False;RECEPTOR
840;M;261-DJOJO;OFF WHITE M;3;0;0;3;3;0.75;1;3;False;RECEPTOR
840;M;261-DNAVY;MARINE/OFF WHITE;6;0;0;6;3;0.75;1;6;False;RECEPTOR
840;M;261-DNINO;NAVAL ACADEMY;4;0;0;4;0;0.0;0;999;False;EMISOR
840;M;261-DOMIO;OFF WHITE M;3;0;1;4;4;1.0;1;4;True;RECEPTOR
840;M;261-DOOTHY;NOIR M;3;0;0;3;3;0.75;1;3;False;RECEPTOR
840;M;261-DOUCE;OFF WHITE M;3;0;0;3;6;1.5;2;2;False;RECEPTOR
840;M;261-DPALM;OFF WHITE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
840;M;261-DRED;MAGMA M;7;0;0;7;1;0.25;1;7;False;RECEPTOR
840;M;261-DROSE;OFF WHITE M;4;0;0;4;1;0.25;1;4;False;RECEPTOR
840;M;261-DSAMIR;MYRTILLE M;7;0;0;7;1;0.25;1;7;False;RECEPTOR
840;M;261-DSAMIR;PRAIRIE M;5;0;1;6;4;1.0;1;6;True;RECEPTOR
840;M;261-DTAL;BUBBLE M;6;0;0;6;1;0.25;1;6;False;RECEPTOR
840;M;261-DWONDER;OFF WHITE M;6;0;0;6;1;0.25;1;6;False;RECEPTOR
840;M;261-DYLAN;OFF WHITE M;3;0;1;4;4;1.0;1;4;True;RECEPTOR
840;M;261-JITAMI;DENIM STONE;5;0;0;5;0;0.0;0;999;False;EMISOR
840;M;261-MLOSI;NOIR/IVOIRE;3;0;0;3;2;0.5;1;3;False;RECEPTOR
840;M;261-MPIKA;ROSEE M;6;0;0;6;1;0.25;1;6;False;RECEPTOR
840;M;261-OPA;NOIR M;3;0;0;3;3;0.75;1;3;False;RECEPTOR
840;M;261-OPON;OFF WHITE M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
840;M;261-OSAJE;NOIR M;3;0;0;3;3;0.75;1;3;False;RECEPTOR
840;M;261-PBELLE;NOIR M;2;0;0;2;2;0.5;1;2;False;RECEPTOR
840;M;261-PIBO.F;NAVAL ACADEMY;3;0;0;3;3;0.75;1;3;False;RECEPTOR
840;M;261-POPA;NOIR M;1;0;0;1;4;1.0;1;1;False;RECEPTOR
840;M;261-RARAM.F;MULTICO;4;0;0;4;1;0.25;1;4;False;RECEPTOR
840;M;261-RAYEE;PALE BANANA;3;0;0;3;3;0.75;1;3;False;RECEPTOR
840;M;261-RBELLE;OFF WHITE M;4;0;0;4;2;0.5;1;4;False;RECEPTOR
840;M;261-RBRUM;EPICE M;6;0;0;6;3;0.75;1;6;False;RECEPTOR
840;M;261-RDADOU;FIG;3;0;0;3;1;0.25;1;3;False;RECEPTOR
840;M;261-RDALA.F;MULTICO;4;0;0;4;1;0.25;1;4;False;RECEPTOR
840;M;261-RDOLSOU;PRAIRIE M;3;0;0;3;6;1.5;2;2;False;RECEPTOR
840;M;261-RELIF.F;MULTICO;10;0;0;10;3;0.75;1;10;False;NEUTRO
840;M;261-RELOW;NOIR M;1;0;0;1;5;1.25;1;1;False;RECEPTOR
840;M;261-RIKOOL;NAVAL ACADEMY;6;0;0;6;2;0.5;1;6;False;RECEPTOR
840;M;261-RISSOL;NAVAL ACADEMY;2;0;0;2;0;0.0;0;999;False;EMISOR
840;M;261-RLUCY;MAGMA M;5;0;0;5;0;0.0;0;999;False;EMISOR
840;M;261-RMAGO;NOIR M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
840;M;261-RMARIUS;BUTTER M;1;0;0;1;4;1.0;1;1;False;RECEPTOR
840;M;261-RMILAN;DORE;4;0;0;4;1;0.25;1;4;False;RECEPTOR
840;M;261-ROCHI;MARINE M;3;0;1;4;2;0.5;1;4;True;RECEPTOR
840;M;261-RODIOL;NOIR/IVOIRE;4;0;1;5;6;1.5;2;3;True;RECEPTOR
840;M;261-ROSET.F;MULTICO;5;0;0;5;0;0.0;0;999;False;EMISOR
840;M;261-RPLISSY;MAGMA M;4;0;0;4;3;0.75;1;4;False;RECEPTOR
840;M;261-RSAMYA;NOIR;2;0;1;3;3;0.75;1;3;True;RECEPTOR
840;M;261-RSAMYA;WHITE SMOKE;6;0;0;6;2;0.5;1;6;False;RECEPTOR
840;M;261-RSOAN;MULTICO;2;0;0;2;5;1.25;1;2;False;RECEPTOR
840;M;261-RTILA;AVENTURINE;3;0;0;3;2;0.5;1;3;False;RECEPTOR
845;M;211-PROSY.F;IVOIRE;3;0;0;3;3;0.75;1;3;False;RECEPTOR
845;M;231-DATE;SWEET DREAMS;2;0;0;2;2;0.5;1;2;False;RECEPTOR
845;M;241-DAGA;PALE BANANA;2;0;0;2;2;0.5;1;2;False;RECEPTOR
845;M;241-DEUX;MULTICO;4;0;0;4;2;0.5;1;4;False;RECEPTOR
845;M;241-MELAN;MYRTILLE M;1;0;3;4;0;0.0;0;999;True;NEUTRO
845;M;241-OROOVE;NAVAL ACADEMY;4;0;0;4;3;0.75;1;4;False;RECEPTOR
845;M;241-ROSLI;MAGMA M;5;0;0;5;0;0.0;0;999;False;EMISOR
845;M;241-ROSLI;PALE BANANA;1;0;0;1;0;0.0;0;999;False;EMISOR
845;M;241-ROSVAL;BLUE DEPTHS;2;0;0;2;1;0.25;1;2;False;RECEPTOR
845;M;242-MUSHU;ECRU;3;0;0;3;2;0.5;1;3;False;RECEPTOR
845;M;242-OLAFI;IVOIRE M;4;0;0;4;1;0.25;1;4;False;RECEPTOR
845;M;251-DALBA;BUBBLE M;4;0;0;4;2;0.5;1;4;False;RECEPTOR
845;M;251-DALBA;OFF WHITE M;2;0;0;2;2;0.5;1;2;False;RECEPTOR
845;M;251-DALIKA;OFF WHITE M;4;0;0;4;2;0.5;1;4;False;RECEPTOR
845;M;251-DELLA;NOIR M;0;0;0;0;4;1.0;1;0;False;RECEPTOR
845;M;251-DELLA;OFF WHITE M;1;3;0;3;2;0.5;1;3;True;RECEPTOR
845;M;251-DIDOA;ARGAN OIL;2;0;0;2;0;0.0;0;999;False;EMISOR
845;M;251-DIDOA;CAPERS;1;0;0;1;2;0.5;1;1;False;RECEPTOR
845;M;251-DIDOA;IVOIRE M;1;0;0;1;2;0.5;1;1;False;RECEPTOR
845;M;251-DIDOA;NOIR M;2;0;0;2;0;0.0;0;999;False;EMISOR
845;M;251-DROSSO;MARINE M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
845;M;251-DSARAH;IVOIRE M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
845;M;251-REINE1;MYRTILLE M;1;0;0;1;3;0.75;1;1;False;RECEPTOR
845;M;251-RIA;NOIR M;4;0;1;5;1;0.25;1;5;True;RECEPTOR
845;M;251-RISSAL;NAVAL ACADEMY;4;0;0;4;3;0.75;1;4;False;RECEPTOR
845;M;251-RISSAL;TEABERRY;4;0;0;4;3;0.75;1;4;False;RECEPTOR
845;M;252-DAROD;MARINE M;1;0;0;1;3;0.75;1;1;False;RECEPTOR
845;M;252-DFLOWER;NAVAL ACADEMY;2;0;0;2;2;0.5;1;2;False;RECEPTOR
845;M;252-DFLOWER;NOIR M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
845;M;252-DIDOU;MARINE M;2;0;1;3;2;0.5;1;3;True;RECEPTOR
845;M;252-RMARMAI;HAVANE M;1;0;0;1;4;1.0;1;1;False;RECEPTOR
845;M;261-3FLEUR;DORE;2;0;0;2;1;0.25;1;2;False;RECEPTOR
845;M;261-CUBA.F;MULTICO;4;0;0;4;0;0.0;0;999;False;EMISOR
845;M;261-DAHLIA;OFF WHITE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
845;M;261-DAMA;MAGMA M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
845;M;261-DAMA;NAVAL ACADEMY;3;0;0;3;1;0.25;1;3;False;RECEPTOR
845;M;261-DANANA;PALE BANANA;3;0;0;3;1;0.25;1;3;False;RECEPTOR
845;M;261-DANIELA;MAGMA M;4;0;0;4;3;0.75;1;4;False;RECEPTOR
845;M;261-DARIA;NOIR M;1;0;0;1;3;0.75;1;1;False;RECEPTOR
845;M;261-DBABY;NOIR M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
845;M;261-DCAROLE;MARINE/OFF WHITE;4;0;0;4;3;0.75;1;4;False;RECEPTOR
845;M;261-DEFI;BUTTER M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
845;M;261-DFESTON;SWEET DREAMS;1;0;0;1;0;0.0;0;999;False;EMISOR
845;M;261-DGUAPA;OFF WHITE M;2;0;0;2;2;0.5;1;2;False;RECEPTOR
845;M;261-DHIVAL;MARINE M;3;0;0;3;3;0.75;1;3;False;RECEPTOR
845;M;261-DIANA;BUTTER M;1;0;0;1;0;0.0;0;999;False;EMISOR
845;M;261-DIDOU1;OFF WHITE M;1;0;0;1;3;0.75;1;1;False;RECEPTOR
845;M;261-DIVALI;MYRTILLE M;0;0;0;0;1;0.25;1;0;False;RECEPTOR
845;M;261-DIYUKI;IVOIRE/NOIR;4;0;0;4;2;0.5;1;4;False;RECEPTOR
845;M;261-DJARDI;MULTICO;4;0;0;4;1;0.25;1;4;False;RECEPTOR
845;M;261-DJOJO;NOIR M;2;0;0;2;0;0.0;0;999;False;EMISOR
845;M;261-DJOJO;OFF WHITE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
845;M;261-DNAVY;MARINE/OFF WHITE;0;0;0;0;4;1.0;1;0;False;RECEPTOR
845;M;261-DNINO;NAVAL ACADEMY;1;0;0;1;1;0.25;1;1;False;RECEPTOR
845;M;261-DOMIO;OFF WHITE M;1;0;0;1;3;0.75;1;1;False;RECEPTOR
845;M;261-DOOTHY;NOIR M;1;0;0;1;3;0.75;1;1;False;RECEPTOR
845;M;261-DOUCE;OFF WHITE M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
845;M;261-DPALM;OFF WHITE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
845;M;261-DRED;MAGMA M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
845;M;261-DROSE;OFF WHITE M;4;0;0;4;0;0.0;0;999;False;EMISOR
845;M;261-DSAMIR;MYRTILLE M;1;0;0;1;4;1.0;1;1;False;RECEPTOR
845;M;261-DSAMIR;PRAIRIE M;1;0;2;3;6;1.5;2;2;True;RECEPTOR
845;M;261-DTAL;BUBBLE M;1;0;0;1;4;1.0;1;1;False;RECEPTOR
845;M;261-DWONDER;OFF WHITE M;2;0;0;2;3;0.75;1;2;False;RECEPTOR
845;M;261-DYLAN;OFF WHITE M;1;0;2;3;3;0.75;1;3;True;RECEPTOR
845;M;261-JITAMI;DENIM STONE;5;0;0;5;1;0.25;1;5;False;RECEPTOR
845;M;261-MLOSI;NOIR/IVOIRE;3;0;0;3;1;0.25;1;3;False;RECEPTOR
845;M;261-MPIKA;ROSEE M;3;0;0;3;3;0.75;1;3;False;RECEPTOR
845;M;261-OPA;NOIR M;2;0;0;2;3;0.75;1;2;False;RECEPTOR
845;M;261-OPON;OFF WHITE M;4;0;0;4;1;0.25;1;4;False;RECEPTOR
845;M;261-PBELLE;NOIR M;5;0;0;5;1;0.25;1;5;False;RECEPTOR
845;M;261-PIBO.F;NAVAL ACADEMY;4;0;0;4;2;0.5;1;4;False;RECEPTOR
