CODEMAGASIN;categoria;NOMPRODUIT;LIBCOLORISMODIFIE;stock_disponible;stock_transito;stock_preparacion;stock_total;venta_4semanas;velocidad_semanal_real;velocidad_operativa;semanas_rotacion;tiene_reposicion;perfil
801;G;261-RMARIUS;BUTTER M;2;0;0;2;4;1.0;1;2;False;RECEPTOR
801;G;261-RMILAN;DORE;4;1;0;5;2;0.5;1;5;True;RECEPTOR
801;G;261-ROCHI;MARINE M;5;0;0;5;0;0.0;0;999;False;EMISOR
801;G;261-RODIOL;NOIR/IVOIRE;4;1;1;6;14;3.5;4;2;True;RECEPTOR
801;G;261-ROSET.F;MULTICO;5;0;2;7;0;0.0;0;999;True;NEUTRO
801;G;261-RPLISSY;MAGMA M;1;5;0;5;4;1.0;1;5;True;RECEPTOR
801;G;261-RSAMYA;NOIR;9;0;0;9;0;0.0;0;999;False;EMISOR
801;G;261-RSAMYA;WHITE SMOKE;7;0;0;7;1;0.25;1;7;False;RECEPTOR
801;G;261-RSOAN;MULTICO;3;3;0;6;6;1.5;2;3;True;RECEPTOR
801;G;261-RTILA;AVENTURINE;0;0;0;0;4;1.0;1;0;False;RECEPTOR
803;G;211-PROSY.F;IVOIRE;8;0;0;8;2;0.5;1;8;False;RECEPTOR
803;G;231-DATE;SWEET DREAMS;7;0;0;7;3;0.75;1;7;False;RECEPTOR
803;G;241-DAGA;PALE BANANA;2;0;0;2;11;2.75;3;1;False;RECEPTOR
803;G;241-DEUX;MULTICO;4;0;0;4;10;2.5;3;1;False;RECEPTOR
803;G;241-MELAN;MYRTILLE M;2;1;1;4;5;1.25;1;4;True;RECEPTOR
803;G;241-OROOVE;NAVAL ACADEMY;5;1;0;6;8;2.0;2;3;True;RECEPTOR
803;G;241-ROSLI;MAGMA M;8;0;1;9;6;1.5;2;5;True;RECEPTOR
803;G;241-ROSLI;PALE BANANA;2;0;0;2;1;0.25;1;2;False;RECEPTOR
803;G;241-ROSVAL;BLUE DEPTHS;4;0;0;4;1;0.25;1;4;False;RECEPTOR
803;G;242-MUSHU;ECRU;8;0;0;8;7;1.75;2;4;False;RECEPTOR
803;G;242-OLAFI;IVOIRE M;4;0;0;4;4;1.0;1;4;False;RECEPTOR
803;G;251-DALBA;BUBBLE M;3;0;0;3;10;2.5;3;1;False;RECEPTOR
803;G;251-DALBA;OFF WHITE M;5;0;0;5;4;1.0;1;5;False;RECEPTOR
803;G;251-DALIKA;OFF WHITE M;7;2;0;9;6;1.5;2;5;True;RECEPTOR
803;G;251-DELLA;NOIR M;4;0;0;4;1;0.25;1;4;False;RECEPTOR
803;G;251-DELLA;OFF WHITE M;11;0;0;11;2;0.5;1;11;False;NEUTRO
803;G;251-DIDOA;ARGAN OIL;4;0;0;4;3;0.75;1;4;False;RECEPTOR
803;G;251-DIDOA;CAPERS;8;0;0;8;1;0.25;1;8;False;RECEPTOR
803;G;251-DIDOA;IVOIRE M;8;0;0;8;1;0.25;1;8;False;RECEPTOR
803;G;251-DIDOA;NOIR M;5;0;0;5;7;1.75;2;3;False;RECEPTOR
803;G;251-DROSSO;MARINE M;7;0;0;7;0;0.0;0;999;False;EMISOR
803;G;251-DSARAH;IVOIRE M;9;0;0;9;3;0.75;1;9;False;RECEPTOR
803;G;251-REINE1;MYRTILLE M;7;0;0;7;2;0.5;1;7;False;RECEPTOR
803;G;251-RIA;NOIR M;8;0;1;9;2;0.5;1;9;True;RECEPTOR
803;G;251-RISSAL;AVENTURINE;2;0;0;2;7;1.75;2;1;False;RECEPTOR
803;G;251-RISSAL;NAVAL ACADEMY;13;0;0;13;7;1.75;2;7;False;RECEPTOR
803;G;251-RISSAL;TEABERRY;6;0;0;6;3;0.75;1;6;False;RECEPTOR
803;G;251-RJOLIE;MARINE M;4;0;0;4;2;0.5;1;4;False;RECEPTOR
803;G;252-DAROD;MARINE M;7;1;0;8;10;2.5;3;3;True;RECEPTOR
803;G;252-DFLOWER;NAVAL ACADEMY;7;0;1;8;6;1.5;2;4;True;RECEPTOR
803;G;252-DFLOWER;NOIR M;5;0;1;6;2;0.5;1;6;True;RECEPTOR
803;G;252-DIDOU;MARINE M;4;1;2;7;6;1.5;2;4;True;RECEPTOR
803;G;252-RMARMAI;HAVANE M;2;0;0;2;7;1.75;2;1;False;RECEPTOR
803;G;261-3FLEUR;DORE;1;0;0;1;1;0.25;1;1;False;RECEPTOR
803;G;261-CUBA.F;MULTICO;4;0;0;4;3;0.75;1;4;False;RECEPTOR
803;G;261-DAHLIA;OFF WHITE M;3;0;0;3;6;1.5;2;2;False;RECEPTOR
803;G;261-DAMA;MAGMA M;7;1;0;8;5;1.25;1;8;True;RECEPTOR
803;G;261-DAMA;NAVAL ACADEMY;8;0;0;8;2;0.5;1;8;False;RECEPTOR
803;G;261-DANANA;PALE BANANA;6;0;0;6;2;0.5;1;6;False;RECEPTOR
803;G;261-DANIELA;MAGMA M;7;1;0;8;7;1.75;2;4;True;RECEPTOR
803;G;261-DARIA;NOIR M;3;0;0;3;5;1.25;1;3;False;RECEPTOR
803;G;261-DBABY;NOIR M;4;0;0;4;1;0.25;1;4;False;RECEPTOR
803;G;261-DCAROLE;MARINE/OFF WHITE;4;0;1;5;6;1.5;2;3;True;RECEPTOR
803;G;261-DCIAO;MYRTILLE M;3;0;0;3;4;1.0;1;3;False;RECEPTOR
803;G;261-DECLIC;OFF WHITE M;7;0;0;7;0;0.0;0;999;False;EMISOR
803;G;261-DEFI;BUTTER M;6;0;0;6;3;0.75;1;6;False;RECEPTOR
803;G;261-DESLE;MULTICO;5;0;3;8;4;1.0;1;8;True;RECEPTOR
803;G;261-DFESTON;SWEET DREAMS;6;0;0;6;3;0.75;1;6;False;RECEPTOR
803;G;261-DGUAPA;OFF WHITE M;7;0;0;7;4;1.0;1;7;False;RECEPTOR
803;G;261-DHIVAL;MARINE M;8;0;0;8;0;0.0;0;999;False;EMISOR
803;G;261-DIANA;BUTTER M;4;0;0;4;3;0.75;1;4;False;RECEPTOR
803;G;261-DIDOU1;OFF WHITE M;2;0;0;2;11;2.75;3;1;False;RECEPTOR
803;G;261-DIVALI;MYRTILLE M;8;0;0;8;3;0.75;1;8;False;RECEPTOR
803;G;261-DIYUKI;IVOIRE/NOIR;3;1;2;6;5;1.25;1;6;True;RECEPTOR
803;G;261-DJARDI;MULTICO;7;0;1;8;6;1.5;2;4;True;RECEPTOR
803;G;261-DJOJO;NOIR M;4;0;0;4;4;1.0;1;4;False;RECEPTOR
803;G;261-DJOJO;OFF WHITE M;5;0;0;5;6;1.5;2;3;False;RECEPTOR
803;G;261-DNAVY;MARINE/OFF WHITE;11;0;0;11;4;1.0;1;11;False;NEUTRO
803;G;261-DNINO;NAVAL ACADEMY;1;0;0;1;1;0.25;1;1;False;RECEPTOR
803;G;261-DOMIO;OFF WHITE M;6;0;3;9;4;1.0;1;9;True;RECEPTOR
803;G;261-DOOTHY;NOIR M;6;0;1;7;5;1.25;1;7;True;RECEPTOR
803;G;261-DOUCE;OFF WHITE M;11;0;0;11;1;0.25;1;11;False;NEUTRO
803;G;261-DPALM;OFF WHITE M;4;0;0;4;0;0.0;0;999;False;EMISOR
803;G;261-DRED;MAGMA M;4;0;0;4;4;1.0;1;4;False;RECEPTOR
803;G;261-DROSE;OFF WHITE M;5;1;0;6;5;1.25;1;6;True;RECEPTOR
803;G;261-DSAMIR;MYRTILLE M;6;0;0;6;8;2.0;2;3;False;RECEPTOR
803;G;261-DSAMIR;PRAIRIE M;8;0;1;9;11;2.75;3;3;True;RECEPTOR
803;G;261-DTAL;BUBBLE M;9;0;0;9;2;0.5;1;9;False;RECEPTOR
803;G;261-DWONDER;OFF WHITE M;7;0;0;7;1;0.25;1;7;False;RECEPTOR
803;G;261-DYLAN;OFF WHITE M;6;0;0;6;3;0.75;1;6;False;RECEPTOR
803;G;261-JITAMI;DENIM STONE;7;0;1;8;4;1.0;1;8;True;RECEPTOR
803;G;261-MLOSI;NOIR/IVOIRE;0;1;2;3;8;2.0;2;2;True;RECEPTOR
803;G;261-MPIKA;ROSEE M;10;0;0;10;8;2.0;2;5;False;RECEPTOR
803;G;261-OPA;NOIR M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
803;G;261-OPON;OFF WHITE M;3;0;0;3;4;1.0;1;3;False;RECEPTOR
803;G;261-OSAJE;NOIR M;10;0;0;10;6;1.5;2;5;False;RECEPTOR
803;G;261-PBELLE;NOIR M;5;0;0;5;5;1.25;1;5;False;RECEPTOR
803;G;261-PIBO.F;NAVAL ACADEMY;2;0;0;2;10;2.5;3;1;False;RECEPTOR
803;G;261-POPA;NOIR M;2;0;0;2;3;0.75;1;2;False;RECEPTOR
803;G;261-RARAM.F;MULTICO;2;0;1;3;3;0.75;1;3;True;RECEPTOR
803;G;261-RAYEE;PALE BANANA;4;0;0;4;6;1.5;2;2;False;RECEPTOR
803;G;261-RBELLE;OFF WHITE M;5;0;1;6;4;1.0;1;6;True;RECEPTOR
803;G;261-RBRUM;EPICE M;4;0;0;4;3;0.75;1;4;False;RECEPTOR
803;G;261-RDADOU;FIG;3;0;0;3;2;0.5;1;3;False;RECEPTOR
803;G;261-RDALA.F;MULTICO;6;0;0;6;1;0.25;1;6;False;RECEPTOR
803;G;261-RDOLSOU;PRAIRIE M;4;1;0;5;13;3.25;3;2;True;RECEPTOR
803;G;261-RELIF.F;MULTICO;7;1;0;8;4;1.0;1;8;True;RECEPTOR
803;G;261-RELOW;NOIR M;3;1;0;4;5;1.25;1;4;True;RECEPTOR
803;G;261-RIKOOL;NAVAL ACADEMY;5;0;0;5;3;0.75;1;5;False;RECEPTOR
803;G;261-RISSOL;NAVAL ACADEMY;3;0;0;3;4;1.0;1;3;False;RECEPTOR
803;G;261-RLUCY;MAGMA M;7;0;0;7;1;0.25;1;7;False;RECEPTOR
803;G;261-RMAGO;NOIR M;5;0;0;5;1;0.25;1;5;False;RECEPTOR
803;G;261-RMARIUS;BUTTER M;4;0;0;4;5;1.25;1;4;False;RECEPTOR
803;G;261-RMILAN;DORE;2;0;0;2;3;0.75;1;2;False;RECEPTOR
803;G;261-ROCHI;MARINE M;1;1;1;3;4;1.0;1;3;True;RECEPTOR
803;G;261-RODIOL;NOIR/IVOIRE;5;0;0;5;18;4.5;5;1;False;RECEPTOR
803;G;261-ROSET.F;MULTICO;2;2;3;7;4;1.0;1;7;True;RECEPTOR
803;G;261-RPLISSY;MAGMA M;6;0;0;6;5;1.25;1;6;False;RECEPTOR
803;G;261-RSAMYA;NOIR;8;0;0;8;1;0.25;1;8;False;RECEPTOR
803;G;261-RSAMYA;WHITE SMOKE;5;0;2;7;3;0.75;1;7;True;RECEPTOR
803;G;261-RSOAN;MULTICO;8;0;0;8;7;1.75;2;4;False;RECEPTOR
803;G;261-RTILA;AVENTURINE;2;0;0;2;3;0.75;1;2;False;RECEPTOR
805;M;211-PROSY.F;IVOIRE;5;0;0;5;2;0.5;1;5;False;RECEPTOR
805;M;231-DATE;SWEET DREAMS;2;0;0;2;2;0.5;1;2;False;RECEPTOR
805;M;241-DAGA;PALE BANANA;2;0;0;2;2;0.5;1;2;False;RECEPTOR
805;M;241-DEUX;MULTICO;2;0;0;2;2;0.5;1;2;False;RECEPTOR
805;M;241-MELAN;MYRTILLE M;4;0;0;4;1;0.25;1;4;False;RECEPTOR
805;M;241-OROOVE;NAVAL ACADEMY;3;0;2;5;2;0.5;1;5;True;RECEPTOR
805;M;241-ROSLI;MAGMA M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
805;M;241-ROSLI;PALE BANANA;3;0;0;3;2;0.5;1;3;False;RECEPTOR
805;M;241-ROSVAL;BLUE DEPTHS;1;0;0;1;3;0.75;1;1;False;RECEPTOR
805;M;242-MUSHU;ECRU;5;0;0;5;0;0.0;0;999;False;EMISOR
805;M;242-OLAFI;IVOIRE M;2;0;0;2;2;0.5;1;2;False;RECEPTOR
805;M;251-DALBA;BUBBLE M;4;0;0;4;0;0.0;0;999;False;EMISOR
805;M;251-DALBA;OFF WHITE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
805;M;251-DALIKA;OFF WHITE M;2;0;0;2;4;1.0;1;2;False;RECEPTOR
805;M;251-DELLA;NOIR M;2;0;0;2;1;0.25;1;2;False;RECEPTOR
805;M;251-DELLA;OFF WHITE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
805;M;251-DIDOA;ARGAN OIL;2;0;0;2;1;0.25;1;2;False;RECEPTOR
805;M;251-DIDOA;CAPERS;1;0;0;1;2;0.5;1;1;False;RECEPTOR
805;M;251-DIDOA;IVOIRE M;4;0;0;4;2;0.5;1;4;False;RECEPTOR
805;M;251-DIDOA;NOIR M;3;0;0;3;0;0.0;0;999;False;EMISOR
805;M;251-DROSSO;MARINE M;1;0;0;1;4;1.0;1;1;False;RECEPTOR
805;M;251-DSARAH;IVOIRE M;2;0;0;2;3;0.75;1;2;False;RECEPTOR
805;M;251-REINE1;MYRTILLE M;0;0;0;0;5;1.25;1;0;False;RECEPTOR
805;M;251-RIA;NOIR M;5;0;1;6;1;0.25;1;6;True;RECEPTOR
805;M;251-RISSAL;NAVAL ACADEMY;3;0;0;3;4;1.0;1;3;False;RECEPTOR
805;M;251-RISSAL;TEABERRY;1;0;0;1;4;1.0;1;1;False;RECEPTOR
805;M;251-RJOLIE;MARINE M;2;0;0;2;2;0.5;1;2;False;RECEPTOR
805;M;252-DAROD;MARINE M;2;0;0;2;2;0.5;1;2;False;RECEPTOR
805;M;252-DFLOWER;NAVAL ACADEMY;3;0;0;3;1;0.25;1;3;False;RECEPTOR
805;M;252-DFLOWER;NOIR M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
805;M;252-DIDOU;MARINE M;5;0;0;5;0;0.0;0;999;False;EMISOR
805;M;252-RMARMAI;HAVANE M;1;0;0;1;4;1.0;1;1;False;RECEPTOR
805;M;261-CUBA.F;MULTICO;1;0;0;1;4;1.0;1;1;False;RECEPTOR
805;M;261-DAHLIA;OFF WHITE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
805;M;261-DAMA;MAGMA M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
805;M;261-DAMA;NAVAL ACADEMY;4;0;0;4;1;0.25;1;4;False;RECEPTOR
805;M;261-DANANA;PALE BANANA;3;0;0;3;1;0.25;1;3;False;RECEPTOR
805;M;261-DANIELA;MAGMA M;6;0;0;6;1;0.25;1;6;False;RECEPTOR
805;M;261-DARIA;NOIR M;2;0;0;2;2;0.5;1;2;False;RECEPTOR
805;M;261-DBABY;NOIR M;2;0;2;4;2;0.5;1;4;True;RECEPTOR
805;M;261-DCAROLE;MARINE/OFF WHITE;4;0;0;4;1;0.25;1;4;False;RECEPTOR
805;M;261-DEFI;BUTTER M;4;0;0;4;1;0.25;1;4;False;RECEPTOR
805;M;261-DFESTON;SWEET DREAMS;2;0;0;2;0;0.0;0;999;False;EMISOR
805;M;261-DGUAPA;OFF WHITE M;4;0;0;4;0;0.0;0;999;False;EMISOR
805;M;261-DHIVAL;MARINE M;3;1;0;4;5;1.25;1;4;True;RECEPTOR
805;M;261-DIANA;BUTTER M;2;0;0;2;0;0.0;0;999;False;EMISOR
805;M;261-DIDOU1;OFF WHITE M;1;0;0;1;3;0.75;1;1;False;RECEPTOR
805;M;261-DIVALI;MYRTILLE M;6;0;0;6;1;0.25;1;6;False;RECEPTOR
805;M;261-DIYUKI;IVOIRE/NOIR;2;1;0;3;2;0.5;1;3;True;RECEPTOR
805;M;261-DJARDI;MULTICO;4;0;0;4;2;0.5;1;4;False;RECEPTOR
805;M;261-DJOJO;NOIR M;3;0;0;3;3;0.75;1;3;False;RECEPTOR
805;M;261-DJOJO;OFF WHITE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
805;M;261-DNAVY;MARINE/OFF WHITE;2;0;0;2;2;0.5;1;2;False;RECEPTOR
805;M;261-DNINO;NAVAL ACADEMY;2;0;0;2;0;0.0;0;999;False;EMISOR
805;M;261-DOMIO;OFF WHITE M;2;0;0;2;2;0.5;1;2;False;RECEPTOR
805;M;261-DOOTHY;NOIR M;1;0;0;1;3;0.75;1;1;False;RECEPTOR
805;M;261-DOUCE;OFF WHITE M;7;0;0;7;2;0.5;1;7;False;RECEPTOR
805;M;261-DPALM;OFF WHITE M;3;0;0;3;0;0.0;0;999;False;EMISOR
805;M;261-DRED;MAGMA M;2;0;0;2;0;0.0;0;999;False;EMISOR
805;M;261-DROSE;OFF WHITE M;4;0;0;4;1;0.25;1;4;False;RECEPTOR
805;M;261-DSAMIR;MYRTILLE M;6;0;0;6;0;0.0;0;999;False;EMISOR
805;M;261-DSAMIR;PRAIRIE M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
805;M;261-DTAL;BUBBLE M;4;0;0;4;0;0.0;0;999;False;EMISOR
805;M;261-DWONDER;OFF WHITE M;5;0;0;5;0;0.0;0;999;False;EMISOR
805;M;261-DYLAN;OFF WHITE M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
805;M;261-JITAMI;DENIM STONE;3;0;0;3;2;0.5;1;3;False;RECEPTOR
805;M;261-MLOSI;NOIR/IVOIRE;4;0;0;4;2;0.5;1;4;False;RECEPTOR
805;M;261-MPIKA;ROSEE M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
805;M;261-OPA;NOIR M;2;0;0;2;3;0.75;1;2;False;RECEPTOR
805;M;261-OPON;OFF WHITE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
805;M;261-OSAJE;NOIR M;1;0;0;1;0;0.0;0;999;False;EMISOR
805;M;261-PBELLE;NOIR M;2;0;0;2;1;0.25;1;2;False;RECEPTOR
805;M;261-PIBO.F;NAVAL ACADEMY;2;0;0;2;2;0.5;1;2;False;RECEPTOR
805;M;261-POPA;NOIR M;0;0;0;0;5;1.25;1;0;False;RECEPTOR
805;M;261-RARAM.F;MULTICO;5;0;0;5;0;0.0;0;999;False;EMISOR
805;M;261-RAYEE;PALE BANANA;3;0;0;3;3;0.75;1;3;False;RECEPTOR
805;M;261-RBELLE;OFF WHITE M;3;0;0;3;3;0.75;1;3;False;RECEPTOR
805;M;261-RDADOU;FIG;2;0;0;2;0;0.0;0;999;False;EMISOR
805;M;261-RDALA.F;MULTICO;2;0;0;2;3;0.75;1;2;False;RECEPTOR
805;M;261-RDOLSOU;PRAIRIE M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
805;M;261-RELIF.F;MULTICO;5;0;0;5;7;1.75;2;3;False;RECEPTOR
805;M;261-RELOW;NOIR M;4;0;0;4;1;0.25;1;4;False;RECEPTOR
805;M;261-RIKOOL;NAVAL ACADEMY;3;0;0;3;4;1.0;1;3;False;RECEPTOR
805;M;261-RISSOL;NAVAL ACADEMY;2;0;0;2;0;0.0;0;999;False;EMISOR
805;M;261-RMARIUS;BUTTER M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
805;M;261-RMILAN;DORE;3;0;0;3;1;0.25;1;3;False;RECEPTOR
805;M;261-ROCHI;MARINE M;2;0;1;3;3;0.75;1;3;True;RECEPTOR
805;M;261-RODIOL;NOIR/IVOIRE;3;0;0;3;3;0.75;1;3;False;RECEPTOR
805;M;261-ROSET.F;MULTICO;4;0;2;6;1;0.25;1;6;True;RECEPTOR
805;M;261-RPLISSY;MAGMA M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
805;M;261-RSAMYA;WHITE SMOKE;4;0;0;4;1;0.25;1;4;False;RECEPTOR
805;M;261-RSOAN;MULTICO;1;0;0;1;1;0.25;1;1;False;RECEPTOR
806;G;211-PROSY.F;IVOIRE;8;0;0;8;0;0.0;0;999;False;EMISOR
806;G;231-DATE;SWEET DREAMS;2;2;0;4;4;1.0;1;4;True;RECEPTOR
806;G;241-DAGA;PALE BANANA;4;0;0;4;5;1.25;1;4;False;RECEPTOR
806;G;241-DEUX;MULTICO;3;0;0;3;10;2.5;3;1;False;RECEPTOR
806;G;241-MELAN;MYRTILLE M;7;3;0;10;1;0.25;1;10;True;NEUTRO
806;G;241-OROOVE;NAVAL ACADEMY;4;0;0;4;3;0.75;1;4;False;RECEPTOR
806;G;241-ROSLI;MAGMA M;6;0;2;8;5;1.25;1;8;True;RECEPTOR
806;G;241-ROSLI;PALE BANANA;0;0;0;0;4;1.0;1;0;False;RECEPTOR
806;G;241-ROSVAL;BLUE DEPTHS;4;0;0;4;3;0.75;1;4;False;RECEPTOR
806;G;242-MUSHU;ECRU;5;0;0;5;4;1.0;1;5;False;RECEPTOR
806;G;242-OLAFI;IVOIRE M;1;0;0;1;5;1.25;1;1;False;RECEPTOR
806;G;251-DALBA;BUBBLE M;2;0;0;2;5;1.25;1;2;False;RECEPTOR
806;G;251-DALBA;OFF WHITE M;6;0;0;6;5;1.25;1;6;False;RECEPTOR
806;G;251-DALIKA;OFF WHITE M;6;0;0;6;3;0.75;1;6;False;RECEPTOR
806;G;251-DELLA;NOIR M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
806;G;251-DELLA;OFF WHITE M;5;0;1;6;2;0.5;1;6;True;RECEPTOR
806;G;251-DIDOA;ARGAN OIL;2;0;0;2;0;0.0;0;999;False;EMISOR
806;G;251-DIDOA;CAPERS;6;0;0;6;1;0.25;1;6;False;RECEPTOR
806;G;251-DIDOA;IVOIRE M;2;1;0;2;8;2.0;2;1;True;RECEPTOR
806;G;251-DIDOA;NOIR M;1;0;0;1;6;1.5;2;1;False;RECEPTOR
806;G;251-DROSSO;MARINE M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
806;G;251-DSARAH;IVOIRE M;5;0;0;5;7;1.75;2;3;False;RECEPTOR
806;G;251-REINE1;MYRTILLE M;3;0;0;3;4;1.0;1;3;False;RECEPTOR
806;G;251-RIA;NOIR M;3;0;1;4;2;0.5;1;4;True;RECEPTOR
806;G;251-RISSAL;AVENTURINE;1;0;0;1;1;0.25;1;1;False;RECEPTOR
806;G;251-RISSAL;NAVAL ACADEMY;7;0;0;7;1;0.25;1;7;False;RECEPTOR
806;G;251-RISSAL;TEABERRY;1;0;0;1;8;2.0;2;1;False;RECEPTOR
806;G;251-RJOLIE;MARINE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
806;G;252-DAROD;MARINE M;6;0;1;7;2;0.5;1;7;True;RECEPTOR
806;G;252-DFLOWER;NAVAL ACADEMY;7;0;0;7;4;1.0;1;7;False;RECEPTOR
806;G;252-DFLOWER;NOIR M;3;0;2;5;3;0.75;1;5;True;RECEPTOR
806;G;252-DIDOU;MARINE M;5;0;2;7;1;0.25;1;7;True;RECEPTOR
806;G;252-RMARMAI;HAVANE M;5;0;0;5;2;0.5;1;5;False;RECEPTOR
806;G;261-3FLEUR;DORE;1;0;0;1;7;1.75;2;1;False;RECEPTOR
806;G;261-CUBA.F;MULTICO;3;0;0;3;2;0.5;1;3;False;RECEPTOR
806;G;261-DAHLIA;OFF WHITE M;2;0;0;2;4;1.0;1;2;False;RECEPTOR
806;G;261-DAMA;MAGMA M;7;0;0;7;2;0.5;1;7;False;RECEPTOR
806;G;261-DAMA;NAVAL ACADEMY;5;0;1;6;9;2.25;2;3;True;RECEPTOR
806;G;261-DANANA;PALE BANANA;3;0;0;3;3;0.75;1;3;False;RECEPTOR
806;G;261-DANIELA;MAGMA M;3;0;0;3;2;0.5;1;3;False;RECEPTOR
806;G;261-DARIA;NOIR M;1;0;0;1;2;0.5;1;1;False;RECEPTOR
806;G;261-DBABY;NOIR M;1;0;2;3;6;1.5;2;2;True;RECEPTOR
806;G;261-DCAROLE;MARINE/OFF WHITE;4;2;0;6;4;1.0;1;6;True;RECEPTOR
806;G;261-DCIAO;MYRTILLE M;3;0;0;3;1;0.25;1;3;False;RECEPTOR
806;G;261-DECLIC;OFF WHITE M;2;1;1;4;3;0.75;1;4;True;RECEPTOR
806;G;261-DEFI;BUTTER M;4;0;0;4;5;1.25;1;4;False;RECEPTOR
806;G;261-DESLE;MULTICO;6;0;3;9;4;1.0;1;9;True;RECEPTOR
806;G;261-DFESTON;SWEET DREAMS;0;0;0;0;4;1.0;1;0;False;RECEPTOR
806;G;261-DGUAPA;OFF WHITE M;1;1;0;2;6;1.5;2;1;True;RECEPTOR
806;G;261-DHIVAL;MARINE M;3;1;1;5;2;0.5;1;5;True;RECEPTOR
806;G;261-DIANA;BUTTER M;2;0;0;2;1;0.25;1;2;False;RECEPTOR
806;G;261-DIDOU1;OFF WHITE M;1;0;0;1;6;1.5;2;1;False;RECEPTOR
806;G;261-DIVALI;MYRTILLE M;6;0;0;6;2;0.5;1;6;False;RECEPTOR
806;G;261-DIYUKI;IVOIRE/NOIR;2;0;2;4;2;0.5;1;4;True;RECEPTOR
806;G;261-DJARDI;MULTICO;8;0;0;8;3;0.75;1;8;False;RECEPTOR
806;G;261-DJOJO;NOIR M;4;0;0;4;1;0.25;1;4;False;RECEPTOR
806;G;261-DJOJO;OFF WHITE M;4;0;1;5;5;1.25;1;5;True;RECEPTOR
806;G;261-DNAVY;MARINE/OFF WHITE;7;0;0;7;1;0.25;1;7;False;RECEPTOR
806;G;261-DNINO;NAVAL ACADEMY;3;0;0;3;2;0.5;1;3;False;RECEPTOR
806;G;261-DOMIO;OFF WHITE M;4;0;2;6;5;1.25;1;6;True;RECEPTOR
806;G;261-DOOTHY;NOIR M;5;0;0;5;3;0.75;1;5;False;RECEPTOR
806;G;261-DOUCE;OFF WHITE M;5;0;0;5;4;1.0;1;5;False;RECEPTOR
806;G;261-DPALM;OFF WHITE M;3;1;0;4;2;0.5;1;4;True;RECEPTOR
806;G;261-DRED;MAGMA M;5;0;0;5;3;0.75;1;5;False;RECEPTOR
806;G;261-DROSE;OFF WHITE M;3;0;1;4;3;0.75;1;4;True;RECEPTOR
806;G;261-DSAMIR;MYRTILLE M;8;0;0;8;2;0.5;1;8;False;RECEPTOR
806;G;261-DSAMIR;PRAIRIE M;7;0;1;8;4;1.0;1;8;True;RECEPTOR
806;G;261-DTAL;BUBBLE M;3;1;1;5;2;0.5;1;5;True;RECEPTOR
806;G;261-DWONDER;OFF WHITE M;5;0;0;5;0;0.0;0;999;False;EMISOR
806;G;261-DYLAN;OFF WHITE M;4;0;0;4;2;0.5;1;4;False;RECEPTOR
806;G;261-JITAMI;DENIM STONE;4;0;0;4;2;0.5;1;4;False;RECEPTOR
806;G;261-MLOSI;NOIR/IVOIRE;4;0;0;4;3;0.75;1;4;False;RECEPTOR
806;G;261-MPIKA;ROSEE M;4;0;1;5;3;0.75;1;5;True;RECEPTOR
806;G;261-OPA;NOIR M;10;0;0;10;5;1.25;1;10;False;NEUTRO
806;G;261-OPON;OFF WHITE M;3;0;0;3;5;1.25;1;3;False;RECEPTOR
806;G;261-OSAJE;NOIR M;11;0;0;11;5;1.25;1;11;False;NEUTRO
806;G;261-PBELLE;NOIR M;3;0;0;3;4;1.0;1;3;False;RECEPTOR
806;G;261-PIBO.F;NAVAL ACADEMY;8;1;0;9;2;0.5;1;9;True;RECEPTOR
806;G;261-POPA;NOIR M;1;0;0;1;4;1.0;1;1;False;RECEPTOR
806;G;261-RARAM.F;MULTICO;4;0;0;4;3;0.75;1;4;False;RECEPTOR
806;G;261-RAYEE;PALE BANANA;3;0;0;3;4;1.0;1;3;False;RECEPTOR
806;G;261-RBELLE;OFF WHITE M;5;0;0;5;2;0.5;1;5;False;RECEPTOR
806;G;261-RBRUM;EPICE M;4;0;0;4;5;1.25;1;4;False;RECEPTOR
806;G;261-RDADOU;FIG;2;0;0;2;0;0.0;0;999;False;EMISOR
806;G;261-RDALA.F;MULTICO;3;0;0;3;2;0.5;1;3;False;RECEPTOR
806;G;261-RDOLSOU;PRAIRIE M;4;0;0;4;7;1.75;2;2;False;RECEPTOR
806;G;261-RELIF.F;MULTICO;3;2;1;6;6;1.5;2;3;True;RECEPTOR
